Transaction_ID,Date,Category,Region,Sales_Amount,Quantity,Discount,Profit_Margin,Payment_Method,Customer_Rating,Net_Profit
TRX-007349,2022-11-18 07:00:00,Books,Middle East,4445.08,6,0.16,0.25,PayPal,3.3,1111.27
TRX-007350,2022-10-31 02:00:00,Electronics,Asia-Pacific,3703.5,1,0.23,0.18,Credit Card,3.3,666.63
TRX-007351,2022-10-31 16:00:00,Fashion,Middle East,1580.44,7,0.05,0.06,Credit Card,1.2,94.83
TRX-007352,2022-12-09 20:00:00,Fashion,Latin America,2604.15,2,0.12,0.15,PayPal,3.2,390.62
TRX-007353,2022-05-03 18:00:00,Beauty,North America,2611.41,2,0.27,0.31,PayPal,2.4,809.54
TRX-007354,2022-12-21 16:00:00,Home & Kitchen,Europe,1799.84,9,0.3,0.35,PayPal,4.9,629.94
TRX-007355,2022-09-17 18:00:00,Electronics,Middle East,2950.57,4,0.14,0.34,PayPal,4.1,1003.19
TRX-007356,2022-04-26 17:00:00,Beauty,Asia-Pacific,2789.32,7,0.05,0.23,Credit Card,3.4,641.54
TRX-007357,2022-07-05 01:00:00,Fashion,Asia-Pacific,2305.41,2,0.21,0.39,PayPal,2.3,899.11
TRX-007358,2022-10-10 06:00:00,Fashion,Middle East,4723.85,2,0.22,0.25,PayPal,1.5,1180.96
TRX-007359,2022-04-16 01:00:00,Books,North America,3371.71,9,0.27,0.37,Credit Card,4.4,1247.53
TRX-007360,2022-07-24 15:00:00,Books,North America,2469.13,4,0.07,0.35,Crypto,2.5,864.2
TRX-007361,2022-01-05 10:00:00,Beauty,Europe,3332.48,4,0.2,0.16,PayPal,1.5,533.2
TRX-007362,2022-09-15 11:00:00,Sports,Middle East,4532.9,8,0.08,0.07,Credit Card,1.9,317.3
TRX-007363,2022-08-23 07:00:00,Fashion,North America,4550.03,1,0.1,0.12,PayPal,4.2,546.0
TRX-007364,2022-12-17 06:00:00,Sports,Asia-Pacific,1428.22,4,0.26,0.22,PayPal,3.6,314.21
TRX-007365,2022-12-31 21:00:00,Home & Kitchen,Europe,4427.89,7,0.23,0.26,Crypto,3.1,1151.25
TRX-007366,2022-03-12 19:00:00,Electronics,Latin America,4296.69,3,0.07,0.29,Crypto,4.0,1246.04
TRX-007367,2023-02-17 20:00:00,Beauty,Middle East,4914.97,5,0.2,0.1,Credit Card,1.5,491.5
TRX-007368,2022-10-01 09:00:00,Home & Kitchen,Europe,803.96,6,0.23,0.15,Bank Transfer,2.7,120.59
TRX-007369,2022-04-27 05:00:00,Fashion,Asia-Pacific,1407.14,3,0.08,0.12,PayPal,4.2,168.86
TRX-007370,2023-01-14 17:00:00,Fashion,Asia-Pacific,1776.69,1,0.01,0.34,Bank Transfer,2.8,604.07
TRX-007371,2023-01-20 03:00:00,Books,Middle East,2309.15,7,0.21,0.19,Crypto,2.4,438.74
TRX-007372,2022-07-18 04:00:00,Books,Asia-Pacific,268.87,4,0.06,0.09,Crypto,2.3,24.2
TRX-007373,2023-01-10 21:00:00,Sports,Middle East,3880.24,6,0.02,0.28,Crypto,1.4,1086.47
TRX-007374,2022-03-11 21:00:00,Home & Kitchen,Latin America,670.32,7,0.02,0.24,PayPal,3.3,160.88
TRX-007375,2022-01-13 13:00:00,Sports,Europe,1585.29,4,0.27,0.13,PayPal,1.8,206.09
TRX-007376,2022-11-13 02:00:00,Sports,Asia-Pacific,820.13,8,0.2,0.38,Crypto,1.7,311.65
TRX-007377,2023-01-10 10:00:00,Books,North America,2708.39,9,0.17,0.09,Crypto,1.7,243.76
TRX-007378,2022-09-19 03:00:00,Beauty,Europe,4966.92,7,0.26,0.1,Credit Card,3.7,496.69
TRX-007379,2022-04-01 10:00:00,Home & Kitchen,North America,1282.19,5,0.09,0.33,PayPal,3.6,423.12
TRX-007380,2022-07-06 20:00:00,Books,Middle East,2370.5,7,0.01,0.32,Credit Card,1.2,758.56
TRX-007381,2023-01-13 05:00:00,Sports,Europe,3503.73,3,0.11,0.28,Bank Transfer,3.5,981.04
TRX-007382,2023-01-03 01:00:00,Electronics,Europe,4248.68,3,0.29,0.37,Crypto,2.8,1572.01
TRX-007383,2022-02-25 21:00:00,Books,Europe,3030.05,2,0.16,0.38,Bank Transfer,3.5,1151.42
TRX-007384,2022-09-24 07:00:00,Home & Kitchen,Europe,4361.01,1,0.17,0.32,Credit Card,1.2,1395.52
TRX-007385,2022-11-25 15:00:00,Sports,Latin America,1349.93,3,0.16,0.32,Credit Card,3.8,431.98
TRX-007386,2022-02-07 13:00:00,Home & Kitchen,Latin America,2877.62,9,0.15,0.1,PayPal,3.3,287.76
TRX-007387,2022-08-21 14:00:00,Electronics,Europe,4808.34,2,0.12,0.09,PayPal,3.2,432.75
TRX-007388,2022-02-13 15:00:00,Beauty,Latin America,932.81,2,0.23,0.11,PayPal,2.9,102.61
TRX-007389,2022-06-03 22:00:00,Fashion,Europe,2761.71,3,0.02,0.19,Crypto,1.0,524.72
TRX-007390,2023-02-18 23:00:00,Books,Latin America,848.37,6,0.1,0.12,Credit Card,4.5,101.8
TRX-007391,2022-10-26 00:00:00,Books,Asia-Pacific,3017.32,2,0.24,0.3,Crypto,1.0,905.2
TRX-007392,2022-08-11 22:00:00,Electronics,Middle East,3042.64,6,0.1,0.09,Credit Card,3.0,273.84
TRX-007393,2022-01-01 02:00:00,Beauty,Latin America,2692.15,5,0.28,0.36,Crypto,4.1,969.17
TRX-007394,2022-09-29 13:00:00,Beauty,North America,4158.16,8,0.13,0.33,Crypto,3.1,1372.19
TRX-007395,2022-10-08 21:00:00,Beauty,Middle East,4743.6,4,0.3,0.26,Credit Card,1.7,1233.34
TRX-007396,2022-10-31 03:00:00,Beauty,Europe,449.11,8,0.15,0.09,Credit Card,2.3,40.42
TRX-007397,2023-02-18 08:00:00,Beauty,Latin America,3603.35,7,0.19,0.4,Crypto,4.4,1441.34
TRX-007398,2023-02-16 03:00:00,Home & Kitchen,Asia-Pacific,3195.5,8,0.11,0.23,Bank Transfer,4.5,734.96
TRX-007399,2023-02-08 15:00:00,Books,Middle East,897.67,9,0.23,0.19,Bank Transfer,2.2,170.56
TRX-007400,2022-07-18 12:00:00,Sports,Latin America,1875.38,3,0.07,0.24,PayPal,4.3,450.09
TRX-007401,2022-03-02 09:00:00,Beauty,Latin America,1052.09,2,0.19,0.26,Crypto,3.8,273.54
TRX-007402,2022-11-03 04:00:00,Home & Kitchen,Asia-Pacific,4720.6,4,0.13,0.14,Bank Transfer,4.8,660.88
TRX-007403,2022-07-26 14:00:00,Home & Kitchen,Middle East,1669.73,2,0.13,0.23,Bank Transfer,4.3,384.04
TRX-007404,2022-09-13 19:00:00,Sports,Latin America,2166.24,5,0.17,0.34,Crypto,1.9,736.52
TRX-007405,2022-06-26 09:00:00,Fashion,Europe,3594.04,7,0.05,0.16,Bank Transfer,1.5,575.05
TRX-007406,2022-09-10 13:00:00,Electronics,Asia-Pacific,4373.73,9,0.05,0.11,Bank Transfer,2.9,481.11
TRX-007407,2022-07-13 03:00:00,Beauty,Europe,3839.8,3,0.09,0.23,Credit Card,4.5,883.15
TRX-007408,2022-06-05 16:00:00,Beauty,Asia-Pacific,1516.21,6,0.14,0.34,PayPal,4.1,515.51
TRX-007409,2022-08-31 03:00:00,Books,Asia-Pacific,888.31,6,0.28,0.21,Bank Transfer,4.1,186.55
TRX-007410,2022-01-04 16:00:00,Books,Europe,2336.85,5,0.24,0.19,Credit Card,2.0,444.0
TRX-007411,2022-12-04 10:00:00,Fashion,Asia-Pacific,652.82,8,0.12,0.37,Crypto,1.7,241.54
TRX-007412,2022-10-01 05:00:00,Books,Latin America,3540.58,1,0.0,0.27,Credit Card,2.3,955.96
TRX-007413,2022-11-12 23:00:00,Books,Latin America,3407.47,2,0.26,0.27,PayPal,2.3,920.02
TRX-007414,2022-06-12 20:00:00,Home & Kitchen,Latin America,217.57,1,0.21,0.37,Credit Card,4.6,80.5
TRX-007415,2022-08-17 18:00:00,Fashion,Asia-Pacific,4875.21,9,0.25,0.1,Credit Card,2.5,487.52
TRX-007416,2022-02-05 19:00:00,Books,Middle East,2799.58,4,0.1,0.25,Bank Transfer,4.6,699.9
TRX-007417,2022-04-08 10:00:00,Fashion,Europe,4077.46,7,0.29,0.23,Crypto,1.4,937.82
TRX-007418,2022-09-20 12:00:00,Books,Middle East,46.74,6,0.18,0.17,Credit Card,3.0,7.95
TRX-007419,2022-03-06 16:00:00,Electronics,Middle East,2835.13,1,0.21,0.4,Bank Transfer,1.7,1134.05
TRX-007420,2022-09-27 01:00:00,Sports,Middle East,1477.01,4,0.19,0.38,Bank Transfer,2.6,561.26
TRX-007421,2022-07-07 09:00:00,Electronics,Middle East,3566.77,3,0.21,0.08,Crypto,4.7,285.34
TRX-007422,2022-03-25 19:00:00,Fashion,Europe,4070.21,2,0.2,0.23,Credit Card,2.2,936.15
TRX-007423,2022-04-08 10:00:00,Electronics,Middle East,2906.16,8,0.1,0.17,Credit Card,4.6,494.05
TRX-007424,2022-04-03 14:00:00,Books,Middle East,1018.48,6,0.23,0.39,Crypto,4.1,397.21
TRX-007425,2023-02-12 17:00:00,Books,North America,708.77,4,0.14,0.07,PayPal,3.9,49.61
TRX-007426,2022-09-22 13:00:00,Electronics,Latin America,4132.64,1,0.16,0.07,Crypto,1.9,289.28
TRX-007427,2022-09-20 10:00:00,Home & Kitchen,Asia-Pacific,2324.6,9,0.19,0.27,Credit Card,3.1,627.64
TRX-007428,2022-02-03 01:00:00,Home & Kitchen,Middle East,2869.62,6,0.08,0.08,Crypto,2.0,229.57
TRX-007429,2022-05-30 12:00:00,Home & Kitchen,North America,973.85,5,0.19,0.08,PayPal,2.0,77.91
TRX-007430,2022-04-23 10:00:00,Home & Kitchen,North America,3659.6,1,0.0,0.34,Credit Card,4.7,1244.26
TRX-007431,2022-06-25 20:00:00,Home & Kitchen,North America,140.58,3,0.25,0.17,Crypto,4.3,23.9
TRX-007432,2022-10-14 15:00:00,Beauty,Latin America,1293.27,7,0.17,0.21,PayPal,2.2,271.59
TRX-007433,2022-06-25 09:00:00,Home & Kitchen,Europe,2201.97,4,0.28,0.38,PayPal,4.1,836.75
TRX-007434,2022-09-29 20:00:00,Beauty,Latin America,3274.8,6,0.11,0.28,PayPal,1.6,916.94
TRX-007435,2022-03-06 08:00:00,Home & Kitchen,Latin America,681.76,4,0.1,0.32,Bank Transfer,3.5,218.16
TRX-007436,2022-04-02 14:00:00,Home & Kitchen,Middle East,381.13,6,0.23,0.1,Credit Card,4.9,38.11
TRX-007437,2022-12-30 17:00:00,Fashion,Latin America,1875.43,6,0.16,0.35,Credit Card,1.8,656.4
TRX-007438,2022-02-26 17:00:00,Fashion,Asia-Pacific,2280.07,6,0.02,0.4,Credit Card,2.4,912.03
TRX-007439,2022-05-08 04:00:00,Electronics,Latin America,1736.16,4,0.09,0.33,Credit Card,5.0,572.93
TRX-007440,2022-03-09 11:00:00,Home & Kitchen,Asia-Pacific,4023.82,1,0.07,0.08,Credit Card,4.6,321.91
TRX-007441,2023-01-27 04:00:00,Books,Asia-Pacific,919.68,3,0.1,0.19,Credit Card,4.9,174.74
TRX-007442,2022-03-30 23:00:00,Beauty,Europe,745.77,7,0.13,0.35,PayPal,1.0,261.02
TRX-007443,2022-03-21 18:00:00,Books,Latin America,1505.7,3,0.06,0.2,Credit Card,2.1,301.14
TRX-007444,2022-05-03 17:00:00,Home & Kitchen,Asia-Pacific,1387.31,2,0.04,0.12,PayPal,4.3,166.48
TRX-007445,2022-12-21 03:00:00,Books,Middle East,1672.03,6,0.03,0.1,Bank Transfer,1.6,167.2
TRX-007446,2022-07-10 19:00:00,Sports,North America,3785.75,3,0.2,0.31,Credit Card,3.1,1173.58
TRX-007447,2022-03-15 05:00:00,Sports,North America,3545.07,4,0.24,0.15,Bank Transfer,4.9,531.76
TRX-007448,2022-12-17 12:00:00,Home & Kitchen,Middle East,2760.8,4,0.06,0.32,Bank Transfer,1.1,883.46
TRX-007449,2022-11-10 13:00:00,Books,North America,949.44,5,0.02,0.27,Credit Card,2.2,256.35
TRX-007450,2022-01-20 05:00:00,Electronics,Asia-Pacific,3669.63,7,0.14,0.05,Credit Card,3.3,183.48
TRX-007451,2022-05-13 17:00:00,Books,Asia-Pacific,3988.29,3,0.08,0.13,Bank Transfer,2.4,518.48
TRX-007452,2022-07-21 15:00:00,Beauty,Middle East,1872.24,2,0.11,0.24,Bank Transfer,4.7,449.34
TRX-007453,2022-10-29 13:00:00,Electronics,Asia-Pacific,821.22,1,0.28,0.18,PayPal,1.2,147.82
TRX-007454,2022-10-18 22:00:00,Books,Middle East,4654.77,5,0.06,0.35,Bank Transfer,1.5,1629.17
TRX-007455,2022-01-03 21:00:00,Sports,Asia-Pacific,4151.58,4,0.02,0.33,Credit Card,4.7,1370.02
TRX-007456,2022-12-26 17:00:00,Home & Kitchen,Latin America,2292.99,1,0.01,0.35,Crypto,4.2,802.55
TRX-007457,2022-10-09 08:00:00,Sports,Asia-Pacific,2997.64,5,0.29,0.24,Crypto,1.7,719.43
TRX-007458,2022-09-11 02:00:00,Home & Kitchen,Latin America,113.69,3,0.29,0.37,Crypto,2.8,42.07
TRX-007459,2022-03-17 05:00:00,Beauty,North America,2953.57,5,0.14,0.3,Credit Card,4.3,886.07
TRX-007460,2022-08-22 12:00:00,Books,Europe,1125.51,8,0.29,0.35,PayPal,3.9,393.93
TRX-007461,2022-02-27 09:00:00,Electronics,Asia-Pacific,4853.45,7,0.09,0.12,Credit Card,4.9,582.41
TRX-007462,2022-04-10 18:00:00,Books,Middle East,4314.99,9,0.26,0.29,Bank Transfer,2.7,1251.35
TRX-007463,2022-08-09 05:00:00,Home & Kitchen,Asia-Pacific,4837.0,6,0.12,0.24,PayPal,2.2,1160.88
TRX-007464,2022-08-29 08:00:00,Beauty,Middle East,1025.28,4,0.22,0.35,PayPal,3.7,358.85
TRX-007465,2022-08-27 05:00:00,Fashion,Latin America,4887.22,1,0.3,0.12,PayPal,1.1,586.47
TRX-007466,2022-08-10 17:00:00,Beauty,North America,275.57,3,0.01,0.29,Crypto,4.6,79.92
TRX-007467,2022-02-03 07:00:00,Sports,Asia-Pacific,4938.95,2,0.27,0.21,Crypto,2.6,1037.18
TRX-007468,2022-07-19 02:00:00,Sports,Middle East,2283.82,6,0.27,0.2,PayPal,2.7,456.76
TRX-007469,2022-12-21 05:00:00,Sports,Asia-Pacific,169.01,1,0.06,0.28,Bank Transfer,2.9,47.32
TRX-007470,2022-11-21 14:00:00,Beauty,North America,2591.31,2,0.13,0.21,Credit Card,1.9,544.18
TRX-007471,2022-02-15 15:00:00,Electronics,Europe,2471.48,6,0.09,0.34,PayPal,1.7,840.3
TRX-007472,2023-01-06 04:00:00,Books,Asia-Pacific,2115.27,8,0.22,0.38,Crypto,1.1,803.8
TRX-007473,2022-11-14 17:00:00,Books,Asia-Pacific,822.94,6,0.28,0.11,PayPal,3.7,90.52
TRX-007474,2022-12-22 20:00:00,Electronics,Middle East,2281.09,4,0.04,0.2,Credit Card,2.3,456.22
TRX-007475,2022-09-08 09:00:00,Books,Latin America,4048.17,4,0.28,0.16,Crypto,4.3,647.71
TRX-007476,2022-09-10 06:00:00,Home & Kitchen,Asia-Pacific,3061.3,7,0.06,0.17,Credit Card,4.6,520.42
TRX-007477,2022-10-13 23:00:00,Books,North America,362.74,8,0.02,0.13,Bank Transfer,4.7,47.16
TRX-007478,2022-05-09 06:00:00,Sports,Middle East,42.84,3,0.27,0.34,Crypto,4.4,14.57
TRX-007479,2022-10-05 11:00:00,Home & Kitchen,Asia-Pacific,1060.6,4,0.18,0.37,PayPal,2.7,392.42
TRX-007480,2022-06-01 05:00:00,Sports,Middle East,3218.73,1,0.29,0.15,Bank Transfer,4.5,482.81
TRX-007481,2022-01-01 01:00:00,Fashion,Europe,3677.0,7,0.29,0.25,Credit Card,3.4,919.25
TRX-007482,2022-11-22 04:00:00,Electronics,Latin America,1285.22,1,0.08,0.39,Bank Transfer,1.8,501.24
TRX-007483,2022-06-07 02:00:00,Electronics,North America,1905.45,3,0.1,0.21,Crypto,3.0,400.14
TRX-007484,2023-02-01 21:00:00,Sports,Middle East,139.74,4,0.23,0.3,Credit Card,1.8,41.92
TRX-007485,2022-01-20 23:00:00,Home & Kitchen,Europe,2904.26,7,0.02,0.14,Bank Transfer,2.8,406.6
TRX-007486,2022-10-31 21:00:00,Books,Europe,4866.72,1,0.29,0.07,Bank Transfer,2.6,340.67
TRX-007487,2022-02-11 10:00:00,Books,Europe,3425.43,4,0.09,0.22,Crypto,1.6,753.59
TRX-007488,2022-03-28 19:00:00,Beauty,Latin America,2718.78,2,0.1,0.15,PayPal,4.4,407.82
TRX-007489,2022-10-12 23:00:00,Home & Kitchen,Latin America,4935.46,6,0.07,0.12,PayPal,2.5,592.26
TRX-007490,2022-08-10 04:00:00,Home & Kitchen,North America,2336.43,1,0.05,0.39,Credit Card,3.1,911.21
TRX-007491,2022-03-10 23:00:00,Fashion,North America,287.57,2,0.02,0.18,Crypto,3.8,51.76
TRX-007492,2023-02-07 06:00:00,Sports,Europe,1740.34,7,0.21,0.11,Credit Card,1.4,191.44
TRX-007493,2022-06-02 23:00:00,Sports,Latin America,1006.51,9,0.22,0.29,Credit Card,4.5,291.89
TRX-007494,2023-01-03 05:00:00,Beauty,Latin America,4338.27,5,0.19,0.18,Crypto,1.7,780.89
TRX-007495,2022-06-15 00:00:00,Sports,Latin America,1834.45,3,0.23,0.07,PayPal,4.1,128.41
TRX-007496,2022-11-15 01:00:00,Electronics,Latin America,2341.33,7,0.09,0.31,PayPal,4.7,725.81
TRX-007497,2022-08-26 13:00:00,Electronics,Asia-Pacific,3595.29,9,0.01,0.19,Credit Card,3.4,683.11
TRX-007498,2022-06-12 15:00:00,Sports,Asia-Pacific,622.5,5,0.13,0.29,Credit Card,4.2,180.52
TRX-007499,2022-09-01 04:00:00,Fashion,North America,2996.05,3,0.05,0.22,Crypto,2.5,659.13
TRX-007500,2022-06-06 01:00:00,Books,North America,1218.35,8,0.03,0.18,PayPal,1.7,219.3
TRX-007501,2022-04-11 12:00:00,Fashion,Middle East,4588.62,2,0.06,0.25,Bank Transfer,1.6,1147.16
TRX-007502,2022-04-24 01:00:00,Beauty,North America,2160.23,6,0.17,0.1,Crypto,3.9,216.02
TRX-007503,2022-04-13 01:00:00,Fashion,Middle East,3419.98,6,0.14,0.36,Bank Transfer,2.7,1231.19
TRX-007504,2022-11-24 18:00:00,Fashion,Asia-Pacific,4075.77,1,0.11,0.15,Bank Transfer,4.9,611.37
TRX-007505,2022-05-09 03:00:00,Fashion,Latin America,4315.35,9,0.03,0.37,Crypto,3.0,1596.68
TRX-007506,2022-11-04 21:00:00,Home & Kitchen,Latin America,4749.49,8,0.25,0.2,PayPal,4.8,949.9
TRX-007507,2022-10-02 09:00:00,Books,Asia-Pacific,448.37,1,0.3,0.2,Crypto,1.8,89.67
TRX-007508,2022-09-15 11:00:00,Sports,North America,2453.06,1,0.29,0.06,Crypto,3.6,147.18
TRX-007509,2022-03-26 04:00:00,Electronics,Europe,4470.35,5,0.24,0.27,Credit Card,2.1,1206.99
TRX-007510,2022-02-14 00:00:00,Fashion,Latin America,418.14,6,0.1,0.21,Credit Card,3.1,87.81
TRX-007511,2022-11-03 12:00:00,Beauty,Europe,4614.07,3,0.06,0.17,Bank Transfer,1.9,784.39
TRX-007512,2023-02-08 14:00:00,Electronics,Latin America,4720.62,6,0.12,0.25,Crypto,2.4,1180.16
TRX-007513,2022-02-01 11:00:00,Electronics,Middle East,2396.31,2,0.22,0.08,Bank Transfer,3.4,191.7
TRX-007514,2022-08-02 18:00:00,Sports,Latin America,3391.57,5,0.14,0.32,PayPal,2.1,1085.3
TRX-007515,2022-05-20 19:00:00,Fashion,Europe,4231.57,5,0.03,0.24,Credit Card,3.6,1015.58
TRX-007516,2022-10-11 09:00:00,Home & Kitchen,Latin America,4447.96,3,0.23,0.19,PayPal,3.1,845.11
TRX-007517,2022-09-19 00:00:00,Electronics,Asia-Pacific,1720.88,2,0.1,0.24,Bank Transfer,4.2,413.01
TRX-007518,2022-04-19 10:00:00,Beauty,Asia-Pacific,999.77,9,0.16,0.13,Crypto,1.9,129.97
TRX-007519,2022-09-26 18:00:00,Electronics,Latin America,3287.71,5,0.13,0.26,Crypto,2.9,854.8
TRX-007520,2022-01-20 20:00:00,Home & Kitchen,Latin America,161.4,6,0.04,0.34,Credit Card,2.6,54.88
TRX-007521,2022-07-23 00:00:00,Home & Kitchen,Middle East,1137.28,6,0.27,0.32,PayPal,4.6,363.93
TRX-007522,2022-10-14 00:00:00,Fashion,Middle East,3418.1,1,0.21,0.25,PayPal,4.1,854.52
TRX-007523,2022-09-02 15:00:00,Electronics,Asia-Pacific,3334.63,6,0.04,0.17,Crypto,2.9,566.89
TRX-007524,2022-09-20 19:00:00,Electronics,Europe,137.51,4,0.23,0.23,Credit Card,2.9,31.63
TRX-007525,2022-05-07 03:00:00,Home & Kitchen,Asia-Pacific,2484.24,5,0.09,0.25,Credit Card,2.4,621.06
TRX-007526,2022-03-30 14:00:00,Home & Kitchen,North America,4104.24,8,0.25,0.3,Bank Transfer,3.5,1231.27
TRX-007527,2022-01-06 04:00:00,Electronics,Latin America,2546.55,4,0.15,0.3,Crypto,2.0,763.96
TRX-007528,2022-08-13 16:00:00,Electronics,North America,1083.43,6,0.18,0.28,PayPal,3.4,303.36
TRX-007529,2022-03-27 00:00:00,Beauty,North America,13.02,5,0.24,0.05,Credit Card,2.9,0.65
TRX-007530,2022-08-12 18:00:00,Electronics,Europe,3929.43,3,0.23,0.22,Crypto,4.6,864.47
TRX-007531,2022-01-11 03:00:00,Fashion,North America,1697.98,5,0.3,0.11,Crypto,1.6,186.78
TRX-007532,2023-01-12 05:00:00,Books,North America,1419.99,4,0.18,0.06,PayPal,4.2,85.2
TRX-007533,2022-09-06 12:00:00,Electronics,Asia-Pacific,2090.2,1,0.21,0.32,Bank Transfer,2.3,668.86
TRX-007534,2022-03-28 09:00:00,Home & Kitchen,Europe,1971.19,8,0.23,0.09,Crypto,2.9,177.41
TRX-007535,2022-07-22 16:00:00,Books,Latin America,1870.6,7,0.18,0.21,Bank Transfer,1.5,392.83
TRX-007536,2022-10-17 02:00:00,Electronics,Europe,3840.98,9,0.1,0.25,Crypto,1.1,960.24
TRX-007537,2022-07-08 10:00:00,Fashion,Middle East,2764.67,1,0.05,0.36,Bank Transfer,4.8,995.28
TRX-007538,2022-02-28 07:00:00,Beauty,Latin America,1610.28,5,0.27,0.12,PayPal,3.2,193.23
TRX-007539,2022-05-02 15:00:00,Electronics,Asia-Pacific,2294.05,2,0.1,0.24,Crypto,2.3,550.57
TRX-007540,2023-01-22 10:00:00,Fashion,North America,86.3,3,0.05,0.1,Bank Transfer,1.3,8.63
TRX-007541,2022-02-11 08:00:00,Sports,Middle East,1280.85,4,0.04,0.29,Bank Transfer,3.7,371.45
TRX-007542,2022-11-28 14:00:00,Home & Kitchen,Middle East,4532.78,8,0.26,0.31,Crypto,1.4,1405.16
TRX-007543,2022-03-27 17:00:00,Books,Middle East,54.9,7,0.16,0.22,PayPal,1.3,12.08
TRX-007544,2022-10-26 17:00:00,Home & Kitchen,Latin America,1721.54,9,0.24,0.18,PayPal,2.0,309.88
TRX-007545,2022-01-11 23:00:00,Sports,Asia-Pacific,1210.62,9,0.18,0.14,Bank Transfer,3.3,169.49
TRX-007546,2022-08-13 19:00:00,Beauty,Europe,1686.09,4,0.11,0.12,Bank Transfer,5.0,202.33
TRX-007547,2023-01-10 09:00:00,Sports,Middle East,419.18,9,0.17,0.31,Bank Transfer,1.9,129.95
TRX-007548,2022-09-11 12:00:00,Sports,Middle East,1744.76,9,0.22,0.25,Bank Transfer,2.3,436.19
TRX-007549,2022-10-01 16:00:00,Electronics,North America,518.74,1,0.15,0.27,Bank Transfer,4.3,140.06
TRX-007550,2022-03-02 14:00:00,Fashion,Latin America,402.07,4,0.21,0.18,Credit Card,4.3,72.37
TRX-007551,2022-10-02 14:00:00,Home & Kitchen,Middle East,4809.73,9,0.1,0.06,Credit Card,5.0,288.58
TRX-007552,2022-06-02 23:00:00,Beauty,Middle East,2412.31,4,0.15,0.21,Bank Transfer,1.3,506.59
TRX-007553,2022-03-08 17:00:00,Beauty,Europe,3185.53,8,0.09,0.33,Bank Transfer,4.1,1051.22
TRX-007554,2022-03-21 12:00:00,Beauty,Latin America,4400.38,9,0.07,0.27,Credit Card,4.7,1188.1
TRX-007555,2022-08-26 12:00:00,Fashion,North America,1151.19,9,0.12,0.24,Crypto,2.8,276.29
TRX-007556,2022-12-05 21:00:00,Fashion,Latin America,4869.04,7,0.17,0.2,Credit Card,4.7,973.81
TRX-007557,2022-05-18 09:00:00,Sports,Middle East,1122.72,5,0.22,0.39,Crypto,3.5,437.86
TRX-007558,2022-04-17 09:00:00,Beauty,Latin America,2522.86,1,0.23,0.24,Crypto,1.9,605.49
TRX-007559,2022-05-19 03:00:00,Books,North America,3135.2,8,0.14,0.09,Bank Transfer,4.0,282.17
TRX-007560,2022-09-12 21:00:00,Sports,Europe,3559.47,9,0.08,0.14,PayPal,2.5,498.33
TRX-007561,2022-12-21 12:00:00,Sports,Middle East,779.89,1,0.25,0.2,Crypto,3.1,155.98
TRX-007562,2022-12-15 15:00:00,Sports,Middle East,4162.71,4,0.1,0.1,Crypto,4.1,416.27
TRX-007563,2022-08-11 09:00:00,Electronics,Europe,1749.22,4,0.15,0.28,Credit Card,2.2,489.78
TRX-007564,2022-06-27 17:00:00,Books,Europe,1070.3,1,0.25,0.06,PayPal,2.2,64.22
TRX-007565,2022-03-11 14:00:00,Books,Asia-Pacific,121.56,8,0.2,0.11,Crypto,4.4,13.37
TRX-007566,2022-11-04 03:00:00,Books,Asia-Pacific,1726.22,1,0.22,0.28,Bank Transfer,1.9,483.34
TRX-007567,2022-08-25 13:00:00,Home & Kitchen,Europe,1877.95,4,0.16,0.32,PayPal,4.1,600.94
TRX-007568,2022-09-09 18:00:00,Home & Kitchen,Latin America,4739.05,4,0.16,0.33,Bank Transfer,3.0,1563.89
TRX-007569,2022-05-12 22:00:00,Sports,Europe,1726.44,5,0.28,0.09,PayPal,3.7,155.38
TRX-007570,2022-09-04 12:00:00,Fashion,North America,283.55,6,0.15,0.13,Crypto,4.1,36.86
TRX-007571,2022-07-28 02:00:00,Home & Kitchen,Asia-Pacific,2095.53,4,0.28,0.3,PayPal,3.8,628.66
TRX-007572,2022-01-31 18:00:00,Books,Middle East,2432.77,4,0.2,0.18,Crypto,4.7,437.9
TRX-007573,2022-11-20 04:00:00,Home & Kitchen,Europe,33.73,3,0.14,0.07,Credit Card,4.3,2.36
TRX-007574,2022-02-04 13:00:00,Books,Latin America,4829.65,3,0.24,0.26,Credit Card,2.6,1255.71
TRX-007575,2022-06-14 16:00:00,Home & Kitchen,Latin America,2599.3,4,0.26,0.16,Bank Transfer,2.0,415.89
TRX-007576,2023-01-06 15:00:00,Home & Kitchen,Asia-Pacific,1839.3,9,0.12,0.2,Crypto,2.7,367.86
TRX-007577,2023-02-06 17:00:00,Sports,Latin America,3370.55,5,0.21,0.12,Bank Transfer,2.9,404.47
TRX-007578,2022-07-10 11:00:00,Electronics,North America,4434.53,7,0.15,0.1,Bank Transfer,4.0,443.45
TRX-007579,2022-10-06 11:00:00,Sports,Europe,669.32,5,0.19,0.4,PayPal,4.8,267.73
TRX-007580,2022-05-16 04:00:00,Beauty,Europe,1407.71,1,0.06,0.25,Credit Card,2.7,351.93
TRX-007581,2022-07-26 08:00:00,Books,North America,1847.59,7,0.26,0.27,Crypto,1.2,498.85
TRX-007582,2022-04-03 13:00:00,Sports,Latin America,1426.89,2,0.07,0.3,Crypto,2.2,428.07
